capitulo,titulo_capitulo,articulo,texto
Capítulo IX,Sistemas de Justicia,Artículo 319,"2. Todas las etapas de los procedimientos y las resoluciones judiciales son públicas. Excepcionalmente, la ley podrá establecer su reserva o secreto en casos calificados."
Capítulo IX,Sistemas de Justicia,Artículo 320,"1. El acceso a la función jurisdiccional será gratuito, sin perjuicio de las actuaciones judiciales y sanciones procesales establecidas por la ley."
Capítulo IX,Sistemas de Justicia,Artículo 320,2. La justicia arbitral será siempre voluntaria. La ley no podrá establecer arbitrajes forzosos.
Capítulo IX,Sistemas de Justicia,Artículo 321,"La función jurisdiccional se basa en los principios rectores de la justicia abierta, que se manifiesta en la transparencia, participación y colaboración, con el fin de garantizar el Estado de derecho, promover la paz social y fortalecer la democracia."
Capítulo IX,Sistemas de Justicia,Artículo 322,"1. La función jurisdiccional se define en su estructura, integración y procedimientos conforme a los principios de plurinacionalidad, pluralismo jurídico e interculturalidad."
Capítulo IX,Sistemas de Justicia,Artículo 322,"2. Cuando se trate de personas indígenas, los tribunales y sus funcionarios deberán adoptar una perspectiva intercultural en el tratamiento y resolución de las materias de su competencia, tomando debidamente en consideración las costumbres, las tradiciones, los protocolos y los sistemas normativos de los pueblos indígenas, conforme a los tratados e instrumentos internacionales de derechos humanos de los que Chile es parte."
Capítulo IX,Sistemas de Justicia,Artículo 323,1. Es deber del Estado promover e implementar mecanismos colaborativos de resolución de conflictos que garanticen la participación activa y el diálogo.
Capítulo IX,Sistemas de Justicia,Artículo 323,2. Solo la ley podrá determinar los requisitos y efectos de los mecanismos alternativos de resolución de conflictos.
Capítulo IX,Sistemas de Justicia,Artículo 324,"1. Las personas que ejercen jurisdicción en órganos unipersonales o colegiados se denominan juezas o jueces. No existirá jerarquía entre quienes ejercen jurisdicción y solo se diferenciarán por la función que desempeñen. Además, no recibirán tratamiento honorífico alguno."
Capítulo IX,Sistemas de Justicia,Artículo 324,"2. Solo la ley podrá establecer cargos de juezas y jueces. La Corte Suprema y las cortes de apelaciones solo podrán ser integradas por personas que tengan la calidad de juezas o jueces titulares, interinos, suplentes o subrogantes."
Capítulo IX,Sistemas de Justicia,Artículo 324,3. La planta de personal y organización administrativa interna de los tribunales será establecida por la ley.
Capítulo IX,Sistemas de Justicia,Artículo 325,"El Sistema Nacional de Justicia gozará de autonomía financiera. Anualmente, se destinarán en la Ley de Presupuestos los fondos necesarios para su adecuado funcionamiento."
Capítulo IX,Sistemas de Justicia,Artículo 326,"Los tribunales deberán cumplir con el principio de proximidad e itinerancia. Con la finalidad de garantizar el acceso a la justicia y a la tutela jurisdiccional efectiva, podrán funcionar en localidades situadas fuera de su lugar de asiento, siempre dentro del territorio de su competencia."
Capítulo IX,Sistemas de Justicia,Artículo 327,"El Sistema Nacional de Justicia está integrado por la justicia vecinal, los tribunales de instancia, las cortes de apelaciones y la Corte Suprema."
Capítulo IX,Sistemas de Justicia,Artículo 328,"1. La Corte Suprema es un órgano colegiado con jurisdicción en todo el país que tiene como función velar por la correcta aplicación del derecho y uniformar su interpretación, así como las demás atribuciones que establezcan esta Constitución y la ley."
Capítulo IX,Sistemas de Justicia,Artículo 328,2. Se compondrá de veintiún juezas y jueces y funcionará en pleno o salas especializadas.
Capítulo IX,Sistemas de Justicia,Artículo 328,"3. Sus juezas y jueces durarán en sus cargos un máximo de catorce años, sin posibilidad de reelección."
Capítulo IX,Sistemas de Justicia,Artículo 328,4. La presidencia de la Corte Suprema será ejercida por una persona elegida por sus pares. Durará en sus funciones dos años sin posibilidad de ejercer nuevamente el cargo. Quien ejerza la Presidencia no podrá integrar ninguna de las salas.
Capítulo IX,Sistemas de Justicia,Artículo 329,"La Corte Suprema conocerá y resolverá las impugnaciones deducidas en contra de las decisiones de la jurisdicción indígena, lo hará en sala especializada y asistida por una consejería técnica integrada por expertos en su cultura y derecho propio, en la forma que establezca la ley."
Capítulo IX,Sistemas de Justicia,Artículo 330,"1. Las cortes de apelaciones son órganos colegiados con jurisdicción sobre una región o parte de ella. Su función principal es resolver las impugnaciones de las resoluciones dictadas por los tribunales de instancia, así como las demás competencias que establezcan la Constitución y la ley."
Capítulo IX,Sistemas de Justicia,Artículo 330,2. Funcionarán en pleno o en salas preferentemente especializadas.
Capítulo IX,Sistemas de Justicia,Artículo 330,3. La presidencia de cada corte de apelaciones será ejercida por una persona elegida por sus pares. Durará en sus funciones dos años.
Capítulo IX,Sistemas de Justicia,Artículo 331,"1. Son tribunales de instancia los civiles, penales, de familia, laborales, de competencia común o mixtos, administrativos, ambientales, vecinales, de ejecución de pena y los demás que establezcan la Constitución y ley."
Capítulo IX,Sistemas de Justicia,Artículo 331,"2. La organización, las atribuciones, la competencia y el número de juezas o jueces que integran estos tribunales son determinados por la ley."
Capítulo IX,Sistemas de Justicia,Artículo 332,1. Los tribunales administrativos conocen y resuelven las acciones dirigidas en contra de la Administración del Estado o promovidas por esta y las demás materias que establezca la ley.
Capítulo IX,Sistemas de Justicia,Artículo 332,"2. Para su conocimiento y resolución la ley establecerá un procedimiento unificado, simple y expedito."
Capítulo IX,Sistemas de Justicia,Artículo 332,3. Habrá al menos un tribunal administrativo en cada región del país y podrán funcionar en salas especializadas.
Capítulo IX,Sistemas de Justicia,Artículo 332,4. Los asuntos de competencia de estos tribunales no podrán ser sometidos a arbitraje.
Capítulo IX,Sistemas de Justicia,Artículo 333,"1. Los tribunales ambientales conocerán y resolverán acerca de la legalidad de los actos administrativos en materia ambiental, de la acción de tutela de derechos de la naturaleza y derechos ambientales, de la reparación por daño ambiental y las demás que señalen la Constitución y la ley."
Capítulo IX,Sistemas de Justicia,Artículo 333,2. Habrá al menos un tribunal ambiental en cada región del país.
Capítulo IX,Sistemas de Justicia,Artículo 333,"3. La ley regulará la integración, competencia y demás aspectos que sean necesarios para su adecuado funcionamiento."
Capítulo IX,Sistemas de Justicia,Artículo 333,"4. Las acciones para impugnar la legalidad de los actos administrativos que se pronuncien sobre materia ambiental y la solicitud de medidas cautelares podrán interponerse directamente ante los tribunales ambientales, sin que pueda exigirse el agotamiento previo de la vía administrativa."
Capítulo IX,Sistemas de Justicia,Artículo 334,1. La justicia vecinal se compone de los juzgados vecinales y los centros de justicia vecinal.
Capítulo IX,Sistemas de Justicia,Artículo 334,"2. En cada comuna del país que sea asiento de una municipalidad habrá, a lo menos, un juzgado vecinal que ejercerá la función jurisdiccional respecto de todas aquellas controversias jurídicas que se susciten a nivel comunal que no sean competencia de otro tribunal y de los demás asuntos que la ley les encomiende, conforme a un procedimiento breve, oral, simple y expedito."
Capítulo IX,Sistemas de Justicia,Artículo 335,"1. Los centros de justicia vecinal son órganos encargados de promover la solución de conflictos vecinales y de pequeña cuantía dentro de una comunidad determinada por ley, sobre la base del diálogo social, la paz y la participación de las partes involucradas. Se debe priorizar su instalación en zonas rurales y lugares alejados de áreas urbanas."
Capítulo IX,Sistemas de Justicia,Artículo 335,"2. Los centros de justicia vecinal deberán orientar e informar al público en materias jurídicas, haciendo las derivaciones que fuesen necesarias, así como ejercer las demás funciones que la ley les encomiende."
Capítulo IX,Sistemas de Justicia,Artículo 335,"3. La organización, atribuciones, materias y procedimientos que correspondan a los centros de justicia vecinal se regirán por la ley respectiva."
Capítulo IX,Sistemas de Justicia,Artículo 336,"1. Los tribunales de ejecución de penas velarán por los derechos fundamentales de las personas condenadas o sujetas a medidas de seguridad, conforme a lo reconocido en esta Constitución y a los tratados e instrumentos internacionales de derechos humanos, procurando su integración e inserción social."
Capítulo IX,Sistemas de Justicia,Artículo 336,"2. Ejercerán funciones jurisdiccionales en materia de ejecución de penas y medidas de seguridad, control jurisdiccional de la potestad disciplinaria de las autoridades penitenciarias, protección de los derechos y beneficios de los internos en los establecimientos penitenciarios y demás que señale la ley."
Capítulo IX,Sistemas de Justicia,Artículo 337,1. El sistema de cumplimiento de las sanciones penales y de las medidas de seguridad se organizará sobre la base del respeto a los derechos humanos y tendrá como objetivos el cumplimiento de la pena y la integración e inserción social de la persona que cumpla una condena judicial.
Capítulo IX,Sistemas de Justicia,Artículo 337,"2. Es deber del Estado, en su especial posición de garante frente a las personas privadas de libertad, velar por la protección y ejercicio efectivo de sus derechos fundamentales consagrados en esta Constitución y en los tratados e instrumentos internacionales sobre derechos humanos."
Capítulo IX,Sistemas de Justicia,Artículo 338,"1. Solo el Estado puede ejecutar el cumplimiento de penas y medidas privativas de libertad, a través de instituciones públicas especialmente establecidas para estos fines. Esta función no podrá ser cumplida por privados."
Capítulo IX,Sistemas de Justicia,Artículo 338,"2. Para la inserción, integración y reparación de las personas privadas de libertad, los establecimientos penitenciarios deben contar con espacios para el estudio, el trabajo, el deporte, las artes y las culturas."
Capítulo IX,Sistemas de Justicia,Artículo 338,"3. En el caso de mujeres y personas gestantes y madres de lactantes, el Estado adoptará las medidas necesarias, tales como infraestructura y equipamiento, en los regímenes de control cerrado, abierto y pospenitenciario."
Capítulo IX,Sistemas de Justicia,Artículo 339,"1. El Tribunal Calificador de Elecciones conocerá del escrutinio general y de la calificación de las elecciones de las autoridades electas por votación popular a nivel nacional, resolverá las reclamaciones que se susciten y proclamará a los que resulten elegidas y elegidos."
Capítulo IX,Sistemas de Justicia,Artículo 339,"2. Además, conocerá y resolverá los reclamos administrativos que se entablen contra actos del Servicio Electoral y las decisiones emanadas de tribunales supremos u órganos equivalentes de las organizaciones políticas."
Capítulo IX,Sistemas de Justicia,Artículo 339,"3. También conocerá y resolverá sobre las inhabilidades, incompatibilidades y causales de cesación en el cargo de diputadas y diputados o de los representantes regionales. De igual manera, calificará la renuncia de estos cuando les afecte una enfermedad grave, debidamente acreditada, que les impida desempeñar el cargo."
Capítulo IX,Sistemas de Justicia,Artículo 339,"4. Dicho Tribunal conocerá, además, de los plebiscitos nacionales y tendrá las demás atribuciones que determine la ley."
Capítulo IX,Sistemas de Justicia,Artículo 339,5. El Tribunal valorará la prueba conforme a las reglas de la sana crítica.
Capítulo IX,Sistemas de Justicia,Artículo 339,"6. Estará constituido por cinco juezas y jueces, designados por el Consejo de la Justicia, quienes deberán postular en la forma y oportunidad que determine la ley respectiva. Durarán seis años en sus funciones."
Capítulo IX,Sistemas de Justicia,Artículo 339,7. Una ley regulará la organización y el funcionamiento del Tribunal Calificador
Capítulo IX,Sistemas de Justicia,Artículo 339,"de Elecciones, su planta, remuneraciones y estatuto del personal."
Capítulo IX,Sistemas de Justicia,Artículo 340,"1. Los tribunales electorales regionales están encargados de conocer el escrutinio general y la calificación de las elecciones de nivel regional, comunal y de organismos de la sociedad civil y demás organizaciones reconocidas por esta Constitución o por la ley, así como resolver las reclamaciones a que den lugar y proclamar las candidaturas que resulten electas."
Capítulo IX,Sistemas de Justicia,Artículo 340,"2. Conocerán, asimismo, de los plebiscitos regionales y comunales, sin perjuicio de las demás atribuciones que determine la ley."
Capítulo IX,Sistemas de Justicia,Artículo 340,"3. Sus resoluciones serán apelables y su conocimiento corresponderá al Tribunal Calificador de Elecciones en la forma que determine la ley. Igualmente, les corresponderá conocer de la calificación de las elecciones de carácter gremial y de las que tengan lugar en aquellas organizaciones que la ley señale."
Capítulo IX,Sistemas de Justicia,Artículo 340,"4. Los tribunales electorales regionales estarán constituidos por tres juezas y jueces, designados por el Consejo de la Justicia, los cuales deberán postular en la forma y oportunidad que determine la ley respectiva. Durarán seis años en sus funciones."
Capítulo IX,Sistemas de Justicia,Artículo 340,5. Estos tribunales valorarán la prueba conforme a las reglas de la sana crítica.
Capítulo IX,Sistemas de Justicia,Artículo 340,"6. Una ley regulará la organización y el funcionamiento de los tribunales electorales regionales, plantas, remuneraciones y estatuto del personal."
Capítulo IX,Sistemas de Justicia,Artículo 341,La gestión administrativa y la superintendencia directiva y correccional del Tribunal Calificador de Elecciones y de los tribunales electorales regionales corresponderá al Consejo de la Justicia.
Capítulo IX,Sistemas de Justicia,Artículo 341,## Consejo de la Justicia
Capítulo IX,Sistemas de Justicia,Artículo 342,"1. El Consejo de la Justicia es un órgano autónomo, técnico, paritario y plurinacional, con personalidad jurídica y patrimonio propio, cuya finalidad es fortalecer la independencia judicial. Está encargado de los nombramientos, gobierno, gestión, formación y disciplina en el Sistema Nacional de Justicia."
Capítulo IX,Sistemas de Justicia,Artículo 342,"2. En el ejercicio de sus atribuciones debe considerar el principio de no discriminación, la inclusión, la paridad de género, la equidad territorial y la plurinacionalidad."
Capítulo IX,Sistemas de Justicia,Artículo 343,Son atribuciones del Consejo de la Justicia:
Capítulo IX,Sistemas de Justicia,Artículo 343,"- a) Nombrar, previo concurso público y por resolución motivada, a todas las juezas, los jueces, las funcionarias y los funcionarios del Sistema Nacional de Justicia."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- b) Adoptar las medidas disciplinarias en contra de juezas, jueces, funcionarias y funcionarios del Sistema Nacional de Justicia, incluida su remoción, conforme a lo dispuesto en esta Constitución y la ley."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- c) Efectuar una revisión integral de la gestión de todos los tribunales del Sistema Nacional de Justicia, a lo menos cada cinco años, la que incluirá audiencias públicas para determinar su correcto funcionamiento, conforme a lo establecido en la Constitución y la ley. Esta revisión, en ningún caso, incluirá las resoluciones judiciales."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- d) Evaluar y calificar, periódicamente, el desempeño de juezas, jueces, funcionarias y funcionarios del Sistema Nacional de Justicia."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- e) Decidir sobre promociones, traslados, permutas y cese de funciones de integrantes del Sistema Nacional de Justicia."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- f) Definir las necesidades presupuestarias, ejecutar y gestionar los recursos para el adecuado funcionamiento del Sistema Nacional de Justicia."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- g) Pronunciarse sobre cualquier modificación legal en la organización y atribuciones del Sistema Nacional de Justicia. El Congreso de Diputadas y Diputados deberá oficiar al Consejo, el que deberá responder dentro de treinta días contados desde su recepción."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- h) Proponer a la autoridad competente la creación, modificación o supresión de tribunales."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- i) Velar por la habilitación, la formación y el continuo perfeccionamiento de quienes integran el Sistema Nacional de Justicia. Para estos efectos, la Academia Judicial estará sometida a la dirección del Consejo."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- j) Asegurar la formación inicial y capacitación constante de la totalidad de funcionarias, funcionarios y auxiliares de la administración de justicia, con el fin de eliminar estereotipos de género y garantizar la incorporación del enfoque de género, el enfoque interseccional y de derechos humanos."
Capítulo IX,Sistemas de Justicia,Artículo 343,"- k) Dictar instrucciones relativas a la organización y gestión administrativa de los tribunales. Estas instrucciones podrán tener un alcance nacional, regional o local."
Capítulo IX,Sistemas de Justicia,Artículo 343,- l) Las demás atribuciones que encomienden esta Constitución y la ley.
Capítulo IX,Sistemas de Justicia,Artículo 344,"1. El Consejo de la Justicia se compone de diecisiete integrantes, conforme a la siguiente integración:"
Capítulo IX,Sistemas de Justicia,Artículo 344,    - a) Ocho juezas o jueces titulares elegidos por sus pares.
Capítulo IX,Sistemas de Justicia,Artículo 344,"    - b) Dos funcionarias, funcionarios o profesionales del Sistema Nacional de Justicia elegidos por sus pares."
Capítulo IX,Sistemas de Justicia,Artículo 344,    - c) Dos integrantes elegidos por los pueblos y naciones indígenas en la forma que determinen la Constitución y la ley. Deberán ser personas de comprobada idoneidad para el ejercicio del cargo y que se hayan destacado en la función pública o social.
Capítulo IX,Sistemas de Justicia,Artículo 344,"    - d) Cinco personas elegidas por el Congreso de Diputadas y Diputados y la Cámara de las Regiones en sesión conjunta, previa determinación de las ternas correspondientes por concurso público, a cargo del Consejo de Alta Dirección Pública. Deberán ser profesionales con a lo menos diez años del título correspondiente, que se hayan destacado en la actividad profesional, académica o en la función pública."
Capítulo IX,Sistemas de Justicia,Artículo 344,2. Durarán seis años en sus cargos y no podrán reelegirse. Se renovarán por parcialidades cada tres años conforme a lo establecido por la ley.
Capítulo IX,Sistemas de Justicia,Artículo 344,"3. Sus integrantes serán elegidos de acuerdo con criterios de paridad de género, plurinacionalidad y equidad territorial."
Capítulo IX,Sistemas de Justicia,Artículo 345,"1. El Consejo de la Justicia podrá funcionar en pleno o en comisiones. En ambos casos, tomará sus decisiones por la mayoría de sus integrantes en ejercicio."
Capítulo IX,Sistemas de Justicia,Artículo 345,"2. El Consejo se organizará desconcentradamente. La ley determinará la organización, el funcionamiento, los procedimientos de elección de integrantes del Consejo y fijará la planta, el régimen de remuneraciones y el estatuto de su personal."
Capítulo IX,Sistemas de Justicia,Artículo 346,"1. Quienes integren el Consejo no podrán ejercer otra función o empleo, sea o no remunerado, con exclusión de las actividades académicas. La ley podrá establecer otras incompatibilidades en el ejercicio del cargo."
Capítulo IX,Sistemas de Justicia,Artículo 346,2. Aquellos mencionados en las letras a) y b) del artículo sobre la composición del Consejo quedarán suspendidos del ejercicio de su función mientras dure su cometido.
Capítulo IX,Sistemas de Justicia,Artículo 346,3. No podrán concursar para ser designados en cargos judiciales hasta transcurrido un año desde que cesen en sus funciones.
Capítulo IX,Sistemas de Justicia,Artículo 347,"1. Quienes integren el Consejo cesarán en su cargo al término de su período, por cumplir setenta años de edad, por remoción, renuncia, incapacidad física o mental sobreviniente o condena por delito que merezca pena aflictiva."
Capítulo IX,Sistemas de Justicia,Artículo 347,"2. Tanto la renuncia como la incapacidad sobreviniente deberá ser aceptada o constatada, según corresponda, por el Consejo."
Capítulo IX,Sistemas de Justicia,Artículo 347,"3. El proceso de remoción será determinado por la ley, respetando todas las garantías de un debido proceso."
Capítulo IX,Sistemas de Justicia,Artículo 348,"1. El Consejo efectuará los nombramientos mediante concursos públicos regulados por la ley, los que incluirán audiencias públicas."
Capítulo IX,Sistemas de Justicia,Artículo 348,"2. Para acceder a un cargo de jueza o juez dentro del Sistema Nacional de Justicia se requerirá haber aprobado el curso de habilitación de la Academia Judicial para el ejercicio de la función jurisdiccional; contar con tres años de ejercicio de la profesión de abogada o abogado para el caso de tribunales de instancia; con cinco años para el caso de las cortes de apelaciones, y con veinte años para el caso de la Corte Suprema, y los demás requisitos que establezcan la Constitución y la ley."
Capítulo IX,Sistemas de Justicia,Artículo 349,"1. Los procedimientos disciplinarios serán conocidos y resueltos por una comisión compuesta por cinco integrantes del Consejo que se elegirán por sorteo, decisión que será revisable por su pleno a petición del afectado."
Capítulo IX,Sistemas de Justicia,Artículo 349,2. La resolución del Consejo que ponga término al procedimiento será impugnable ante la Corte Constitucional.
Capítulo IX,Sistemas de Justicia,Artículo 349,3. Las decisiones adoptadas conforme a los incisos anteriores no podrán ser revisadas ni impugnadas ante otros órganos del Sistema Nacional de Justicia.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 350,"Todos los órganos autónomos se rigen por el principio de paridad. Se promueve la implementación de medidas de acción afirmativa, asegurando que al menos el cincuenta por ciento de sus integrantes sean mujeres."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 350,## Contraloría General de la República
Capítulo X,Órganos Autónomos Constitucionales,Artículo 351,"1. La Contraloría General de la República es un órgano técnico, autónomo, con personalidad jurídica y patrimonio propio, encargada de velar por el cumplimiento del principio de probidad en la función pública, ejercer el control de constitucionalidad y legalidad de los actos de la Administración del Estado, incluidos los gobiernos regionales, comunales y demás entidades, organismos y servicios que determine la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 351,"2. Está encargada de fiscalizar y auditar el ingreso, la inversión y el gasto de fondos públicos."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 351,"3. En el ejercicio de sus funciones, no podrá evaluar el mérito o conveniencia de las decisiones políticas o administrativas."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 351,"4. La ley establecerá la organización, el funcionamiento, la planta, los procedimientos y las demás atribuciones de la Contraloría General de la República."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 352,"1. En el ejercicio del control de constitucionalidad y legalidad, la Contraloría General tomará razón de los decretos, resoluciones y otros actos administrativos o representará su ilegalidad. Deberá darles curso cuando la Presidenta o el Presidente de la República insista con la firma de todas sus ministras y ministros, y enviará copia de los respectivos decretos al Congreso de Diputadas y Diputados."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 352,2. En ningún caso dará curso a los decretos de gastos que excedan el límite señalado en la Constitución o la ley y remitirá copia íntegra de los antecedentes al Congreso de Diputadas y Diputados.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 352,3. Tratándose de la representación por inconstitucionalidad no procederá la insistencia y el pronunciamiento de la Contraloría será reclamable ante la Corte Constitucional.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 352,"4. Además, le corresponderá tomar razón de los decretos con fuerza de ley, debiendo representarlos cuando ellos excedan o contravengan la respectiva ley delegatoria."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 352,"5. Respecto de los decretos, resoluciones y otros actos administrativos de entidades territoriales que, de acuerdo con la ley, deban tramitarse por la Contraloría, la toma de razón corresponderá a la respectiva contraloría regional. Los antecedentes que debieran remitirse, en su caso, lo serán a la correspondiente asamblea regional."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 353,"1. La dirección de la Contraloría General de la República está a cargo de una contralora o un contralor general, quien será designado por la Presidenta o el Presidente de la República, con el acuerdo del Congreso de Diputadas y Diputados y de la Cámara de las Regiones en sesión conjunta, por la mayoría de sus integrantes en ejercicio."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 353,"2. La contralora o el contralor general durará en su cargo un periodo de ocho años, sin posibilidad de reelección."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 353,"3. Un Consejo de la Contraloría, cuya conformación y funcionamiento determinará la ley, aprobará anualmente el programa de fiscalización y auditoría de servicios públicos, determinando los servicios o programas que, a su juicio, deben necesariamente ser incluidos en el referido programa."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 353,4. Los dictámenes que modifican la jurisprudencia administrativa de la Contraloría serán consultados al Consejo.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 354,"1. La Contraloría General de la República podrá emitir dictámenes obligatorios para toda autoridad, funcionario o trabajador de cualquier órgano integrante de la Administración del Estado, de las regiones y de las comunas, incluyendo los directivos de empresas públicas o sociedades en las que tenga participación el Estado."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 354,"2. Los órganos de la Administración del Estado, los gobiernos regionales y comunales, los órganos autónomos, las empresas públicas, las sociedades en que el Estado tenga participación, las personas jurídicas que dispongan de recursos fiscales o administren bienes públicos y los demás que defina la ley estarán sujetos a la fiscalización y auditorías de la Contraloría General de la República. La ley regulará el ejercicio de estas potestades fiscalizadoras y auditoras."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 355,1. La Contraloría General de la República funcionará desconcentradamente en cada una de las regiones del país mediante contralorías regionales.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 355,"2. La dirección de cada contraloría regional estará a cargo de una contralora o un contralor regional, que designará la contralora o el contralor general de la república."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 355,"3. En el ejercicio de sus funciones, deberán mantener la unidad de acción con el fin de aplicar un criterio uniforme en todo el territorio del país."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 355,4. La ley determinará las demás atribuciones de las contralorías regionales y regulará su organización y funcionamiento.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 355,"5. Las contralorías regionales controlan la legalidad de la actividad financiera de las entidades territoriales, la gestión y los resultados de la administración de los recursos públicos."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 356,"Las tesorerías del Estado no podrán efectuar ningún pago sino en virtud de un decreto o resolución expedido por una autoridad competente, en que se exprese la ley o la parte del presupuesto que autorice aquel gasto. Los pagos se efectuarán considerando, además, el orden cronológico establecido en ella y previa refrendación presupuestaria del documento que ordene el pago."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 356,## Banco Central
Capítulo X,Órganos Autónomos Constitucionales,Artículo 357,"1. El Banco Central es un órgano autónomo con personalidad jurídica y patrimonio propio, de carácter técnico, encargado de formular y conducir la política monetaria."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 357,"2. La ley regulará su organización, atribuciones y sistemas de control, así como la determinación de instancias de coordinación entre el Banco y el Gobierno."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 358,"1. Le corresponde en especial al Banco Central, para contribuir al bienestar de la población, velar por la estabilidad de los precios y el normal funcionamiento de los pagos internos y externos."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 358,"2. Para el cumplimiento de su objeto, el Banco Central deberá considerar la estabilidad financiera, la volatilidad cambiaria, la protección del empleo, el cuidado del medioambiente y del patrimonio natural y los principios que señalen la Constitución y la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 358,"3. El Banco, al adoptar sus decisiones, deberá tener presente la orientación general de la política económica del Gobierno."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 359,"Son atribuciones del Banco Central la regulación de la cantidad de dinero y de crédito en circulación, la ejecución de operaciones de crédito y cambios internacionales, y la potestad para dictar normas en materia monetaria, crediticia, financiera y de cambios internacionales, y las demás que establezca la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 360,"1. El Banco Central solo podrá efectuar operaciones con instituciones financieras, sean estas públicas o privadas. De ninguna manera podrá otorgarles su garantía ni adquirir documentos emitidos por el Estado, sus órganos o empresas."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 360,2. Ningún gasto público o préstamo podrá financiarse con créditos directos e indirectos del Banco Central.
Capítulo X,Órganos Autónomos Constitucionales,Artículo 360,"3. Sin perjuicio de lo anterior, en situaciones excepcionales y transitorias en las que así lo requiera la preservación del normal funcionamiento de los pagos internos y externos, el Banco Central podrá comprar durante un período determinado y vender en el mercado secundario abierto, instrumentos de deuda emitidos por el fisco, en conformidad con la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 361,"El Banco Central rendirá cuenta periódica al Congreso de Diputadas y Diputados y a la Cámara de las Regiones en sesión conjunta, sobre la ejecución de las políticas a su cargo, las medidas y normas generales que adopte en el ejercicio de sus funciones y atribuciones y los demás asuntos que se le soliciten, mediante informes u otros mecanismos que determine la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 362,"1. La dirección y administración superior del Banco Central estará a cargo de un consejo, al que le corresponderá cumplir las funciones y ejercer las atribuciones que señalen la Constitución y la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 362,"2. El Consejo estará integrado por siete consejeras y consejeros designados por la Presidenta o el Presidente de la República, con el acuerdo del Congreso de Diputadas y Diputados y la Cámara de las Regiones en sesión conjunta, por la mayoría de sus integrantes en ejercicio."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 362,"3. Durarán en el cargo un período de diez años, no serán reelegibles, y se renovarán por parcialidades en conformidad con la ley."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 362,"4. Las consejeras y los consejeros del Banco Central deben ser profesionales de comprobada idoneidad y trayectoria en materias relacionadas con las competencias de la institución. La ley determinará sus requisitos, responsabilidades, inhabilidades e incompatibilidades."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 362,"5. La presidenta o el presidente del Consejo, que lo será también del Banco Central, será designado por la Presidenta o el Presidente de la República de entre quienes integren el Consejo, y durará cinco años en este cargo o el tiempo menor que le reste como consejero, pudiendo ser reelegido para un nuevo período."
Capítulo X,Órganos Autónomos Constitucionales,Artículo 363,"1. Quienes integren el Consejo podrán ser destituidos de sus cargos por resolución de la mayoría de los integrantes del pleno de la Corte Suprema, previo requerimiento de la mayoría de quienes ejerzan como consejeros, de la Presidenta o el Presidente de la República o por la mayoría de diputadas y diputados o de representantes regionales en ejercicio, conforme al procedimiento que establezca la ley."
